Address,District,Beds,Baths,Longitudes,Latitudes,Price,Size,Website,Distance,Type
2325 - 2327 Eldridge Street - 6,Squirrel Hill,1,1,-79.9205,40.4308,1045,447,https://pittsburgh.craigslist.org/apa/d/pittsburgh-walk-to-bus-back-porch-pet/7014218225.html,2.59085383,Apartment
2325 - 2327 Eldridge Street - 6,Squirrel Hill,1,1,-79.9205,40.4308,1045,447,https://pittsburgh.craigslist.org/apa/d/pittsburgh-walk-to-shops-walk-to-bus/7014214698.html,2.59085383,Apartment
5855 Darlington Road,Squirrel Hill,1,1,-79.920679,40.437068,825,400,https://pittsburgh.craigslist.org/apa/d/pittsburgh-close-to-park-off-street/7001571412.html,2.562237493,Apartment
2325 - 2327 Eldridge Street - 6,Squirrel Hill,1,1,-79.9205,40.4308,1045,447,https://pittsburgh.craigslist.org/apa/d/pittsburgh-back-porch-fully-renovated/6993430061.html,2.59085383,Apartment
5855 Darlington Road,Squirrel Hill,1,1,-79.920679,40.437068,925,500,https://pittsburgh.craigslist.org/apa/d/pittsburgh-exposed-stone-wall-laundry/7011570139.html,2.562237493,Apartment
5855 Darlington Road,Squirrel Hill,1,1,-79.920679,40.437068,1090,650,https://pittsburgh.craigslist.org/apa/d/pittsburgh-decorative-fireplace/7011428420.html,2.562237493,Apartment
5855 Darlington Road,Squirrel Hill,1,1,-79.920679,40.437068,925,500,https://pittsburgh.craigslist.org/apa/d/pittsburgh-exposed-stone-wall-walk-to/7011384125.html,2.562237493,Apartment
2123 Shady Ave - B11,Squirrel Hill,2,2,-79.918428,40.434289,1650,1000,https://pittsburgh.craigslist.org/apa/d/pittsburgh-granite-countertops-washer/6991951316.html,2.816193996,Apartment
2421 beechwood Blvd,Squirrel Hill,2,1,-79.9205,40.4308,1275,774,https://pittsburgh.craigslist.org/apa/d/pittsburgh-brand-new-kitchen-bathroom/6991157547.html,2.59085383,Apartment
2325 - 2327 Eldridge Street - 6,Squirrel Hill,1,1,-79.9205,40.4308,1045,447,https://pittsburgh.craigslist.org/apa/d/pittsburgh-stainless-steel-appliances/6991427005.html,2.59085383,Apartment
2325 - 2327 Eldridge Street - 6,Squirrel Hill,1,1,-79.9205,40.4308,1045,447,https://pittsburgh.craigslist.org/apa/d/pittsburgh-back-porch-walk-to-bus-yard/6991922578.html,2.59085383,Apartment
5855 Darlington Road,Squirrel Hill,1,1,-79.920679,40.437068,925,500,https://pittsburgh.craigslist.org/apa/d/pittsburgh-close-to-park-decorative/7010748894.html,2.562237493,Apartment
5855 Darlington Road,Squirrel Hill,1,1,-79.920679,40.437068,825,400,https://pittsburgh.craigslist.org/apa/d/pittsburgh-close-to-park-off-street/6991002753.html,2.562237493,Apartment
2123 Shady Ave - B11,Squirrel Hill,2,2,-79.918428,40.434289,1650,1000,https://pittsburgh.craigslist.org/apa/d/pittsburgh-washer-dryer-included/7010182828.html,2.816193996,Apartment
2325 - 2327 Eldridge Street - 6,Squirrel Hill,1,1,-79.9205,40.4308,1045,447,https://pittsburgh.craigslist.org/apa/d/pittsburgh-walk-to-bus-walk-to-shops/7010148879.html,2.59085383,Apartment
2325 - 2327 Eldridge Street - 6,Squirrel Hill,1,1,-79.9205,40.4308,1045,447,https://pittsburgh.craigslist.org/apa/d/pittsburgh-back-porch-pet-friendly-pet/7001582188.html,2.59085383,Apartment
5855 Darlington Road,Squirrel Hill,1,1,-79.920679,40.437068,825,400,https://pittsburgh.craigslist.org/apa/d/decorative-fireplace-walk-to-shops/6995178009.html,2.562237493,Apartment
5855 Darlington Road,Squirrel Hill,1,1,-79.920679,40.437068,825,400,https://pittsburgh.craigslist.org/apa/d/pittsburgh-close-to-park-walk-to-shops/6991427049.html,2.562237493,Apartment
5855 Darlington Road,Squirrel Hill,1,1,-79.920679,40.437068,825,400,https://pittsburgh.craigslist.org/apa/d/pittsburgh-all-new-renovations/7009525799.html,2.562237493,Apartment
5855 Darlington Road,Squirrel Hill,1,1,-79.920679,40.437068,825,400,https://pittsburgh.craigslist.org/apa/d/pittsburgh-pet-friendly-pet-fees-apply/7009526568.html,2.562237493,Apartment
5855 Darlington Road,Squirrel Hill,1,1,-79.920679,40.437068,825,400,https://pittsburgh.craigslist.org/apa/d/pittsburgh-apartment-for-rent/7009524431.html,2.562237493,Apartment
5855 Darlington Road,Squirrel Hill,1,1,-79.920679,40.437068,825,400,https://pittsburgh.craigslist.org/apa/d/pittsburgh-close-to-park-off-street/6991420211.html,2.562237493,Apartment
2325 - 2327 Eldridge Street - 6,Squirrel Hill,1,1,-79.9205,40.4308,1045,447,https://pittsburgh.craigslist.org/apa/d/pittsburgh-beautiful-1br-in-squirrel/7005303957.html,2.59085383,Apartment
5855 Darlington Road,Squirrel Hill,1,1,-79.920679,40.437068,825,400,https://pittsburgh.craigslist.org/apa/d/pittsburgh-all-new-renovations-studio/7006815688.html,2.562237493,Apartment
2325 - 2327 Eldridge Street - 6,Squirrel Hill,1,1,-79.9205,40.4308,1045,447,https://pittsburgh.craigslist.org/apa/d/pittsburgh-walk-to-bus-stainless-steel/6996785845.html,2.59085383,Apartment
2123 Shady Ave - B11,Squirrel Hill,2,2,-79.918428,40.434289,1650,1000,https://pittsburgh.craigslist.org/apa/d/pittsburgh-pet-friendly-pet-fees-apply/6987313116.html,2.816193996,Apartment
5855 Darlington Road,Squirrel Hill,1,1,-79.920679,40.437068,825,400,https://pittsburgh.craigslist.org/apa/d/pittsburgh-decorative-fireplace-close/7006404959.html,2.562237493,Apartment
2325 - 2327 Eldridge Street - 6,Squirrel Hill,1,1,-79.9205,40.4308,1045,447,https://pittsburgh.craigslist.org/apa/d/pittsburgh-fully-renovated-apartment/7006405555.html,2.59085383,Apartment
5855 Darlington Road,Squirrel Hill,1,1,-79.920679,40.437068,825,400,https://pittsburgh.craigslist.org/apa/d/pittsburgh-walk-to-shops-off-street/7006277725.html,2.562237493,Apartment
2325 - 2327 Eldridge Street - 6,Squirrel Hill,1,1,-79.9205,40.4308,1045,447,https://pittsburgh.craigslist.org/apa/d/pittsburgh-pet-friendly-pet-fees-apply/6991427877.html,2.59085383,Apartment
5855 Darlington Road,Squirrel Hill,1,1,-79.920679,40.437068,825,400,https://pittsburgh.craigslist.org/apa/d/pittsburgh-walk-to-bus-decorative/7006266206.html,2.562237493,Apartment
5506 5th Avenue,Squirrel Hill,2,1,-79.9319,40.4525,1425,750,https://pittsburgh.craigslist.org/apa/d/pittsburgh-great-location-all-utilities/6986966357.html,1.31869286,Apartment
2043 Wightman Street near Hobart,Squirrel Hill,1,1,-79.927316,40.433526,850,710,https://pittsburgh.craigslist.org/sub/d/pittsburgh-1-bedroom-1-bath-sublet-jan/7005770369.html,1.828242869,Apartment
5855 Darlington Road,Squirrel Hill,1,1,-79.920679,40.437068,825,400,https://pittsburgh.craigslist.org/apa/d/pittsburgh-off-street-parking-fees/7004910355.html,2.562237493,Apartment
2123 Shady Ave - B11,Squirrel Hill,2,2,-79.918428,40.434289,1650,1000,https://pittsburgh.craigslist.org/apa/d/pittsburgh-laundry-on-site-pet-friendly/6983630199.html,2.816193996,Apartment
234 Albert St near Boggs Ave.,Squirrel Hill,2,1,-80.008514,40.422734,1100,1200,https://pittsburgh.craigslist.org/apa/d/pittsburgh-spacious-2br-home-in-mt/7015640569.html,7.259299985,House
6212 monitor near Shady,Squirrel Hill,5,2,-79.925211,40.425477,1695,1800,https://pittsburgh.craigslist.org/apa/d/pittsburgh-large-house/7027921923.html,2.082569907,House
1036 flemington,Squirrel Hill,3,1.5,-79.928673,40.426726,1350,1349,https://pittsburgh.craigslist.org/apa/d/pittsburgh-beautiful-3-bedroom-15-bath/7028344646.html,1.697837677,House
crescent hills road,Squirrel Hill,3,1.5,-79.82077,40.472868,1795,1550,https://pittsburgh.craigslist.org/apa/d/pittsburgh-good-credit-income-rent-to/7016494828.html,13.72735502,House
943 flemington,Squirrel Hill,3,1,-79.931077,40.427181,2200,1160,https://pittsburgh.craigslist.org/apa/d/pittsburgh-beautiful-3-bedroom-1-bath/7026052036.html,1.433252729,House
Murray Avenue Between Forward Avenue and Nicholson Street Squirrel Hill Pittsbur near Between Forward Avenue and Nicholson Street Squirrel Hill Pittsburgh,Squirrel Hill,4,2,-79.9205,40.4308,1800,1650,https://pittsburgh.craigslist.org/apa/d/pittsburgh-international-cmu-pitt/7010650685.html,2.59085383,House
"WOW!!! LOCATION, LOCATION, LOCATION-IN THE MIDDLE HEART OR SQUIRREL HILL,-BEST L near WOW!!! LOCATION, LOCATION, LOCATION-IN THE MIDDLE HEART OR SQUIRREL HILL,-BEST L",Squirrel Hill,4,2,-79.900665,40.402041,1800,1650,https://pittsburgh.craigslist.org/apa/d/homestead-wow-location-location/7010648357.html,4.861431482,House
1502 Kenberma near Cape May,Squirrel Hill,5,2.5,-80.021773,40.411159,1695,2300,https://pittsburgh.craigslist.org/apa/d/pittsburgh-this-home-should-be-on-hgtv/7024145833.html,8.751086865,House
MURRAY AVENUE SQUIRREL HILL PITTSBURGH near NICHOLSON STREET SQUIRREL HILL PITTSBURGH,Squirrel Hill,4,2,-79.9205,40.4308,1800,1650,https://pittsburgh.craigslist.org/apa/d/pittsburgh-location-location-location/7010135397.html,2.59085383,House
MURRAY AVENUE SQUIRREL HILL PITTSBURGH near NICHOLSON STREET SQUIRREL HILL PITTSBURGH,Squirrel Hill,4,2,-79.9205,40.4308,1900,1650,https://pittsburgh.craigslist.org/apa/d/pittsburgh-international-students/7005327360.html,2.59085383,House
"MURRAY AVENUE, SQUIRREL HILL, PITTSBURGH near NICHOLSON STREET, SQUIRREL HILL, PITTSBURGH",Squirrel Hill,4,2,-79.9205,40.4308,1900,1650,https://pittsburgh.craigslist.org/apa/d/pittsburgh-wow-available-december-15/7005906327.html,2.59085383,House
"MURRAY AVE BETWEEN FORWARD & NICHOLSON STREET, SQUIRREL HILL, PITTSBURGH near Nicholson Street, Squirrel Hill, Pittsburgh",Squirrel Hill,4,2,-79.9205,40.4308,1900,1600,https://pittsburgh.craigslist.org/apa/d/pittsburgh-wow-available-december-15/7006732564.html,2.59085383,House
"MURRAY AVE BETWEEN FORWARD & NICHOLSON STREET, SQUIRREL HILL, PITTSBURGH near Nicholson Street, Squirrel Hill, Pittsburgh",Squirrel Hill,4,2,-79.9205,40.4308,1800,1650,https://pittsburgh.craigslist.org/apa/d/pittsburgh-wow-available-december-15/7007510878.html,2.59085383,House
"Murray avenue Between Forward and Nicholson near Nicholson Street, Squirrel Hill, Pittsburgh",Squirrel Hill,4,2,-79.9205,40.4308,1900,1600,https://pittsburgh.craigslist.org/apa/d/pittsburgh-location-location-location/6994441795.html,2.59085383,House
Murray Avenue Squirrel Hill Pittsburgh near Nicholson street Squirrel Hill Pittsburgh,Squirrel Hill,4,2,-79.9205,40.4308,1900,1600,https://pittsburgh.craigslist.org/apa/d/pittsburgh-international-students-are/6998667970.html,2.59085383,House
"Murray Avenue Between Nicholson And Forward, Squirrel Hill, Pittsburgh near Nicholson Street, Squirrel Hill, Pittsburgh",Squirrel Hill,4,2,-79.9205,40.4308,1900,1600,https://pittsburgh.craigslist.org/apa/d/pittsburgh-wow-best-location-city-of/7001786460.html,2.59085383,House
Murray Avenue Squirrel Hill Pittsburgh near Nicholson street Squirrel Hill Pittsburgh,Squirrel Hill,4,2,-79.9205,40.4308,1800,1600,https://pittsburgh.craigslist.org/apa/d/pittsburgh-best-location-in-city-of/7003776782.html,2.59085383,House
"MURRAY AVENUE BETWEEN FORWARD AND NICHOLSON IN SQUIRREL HILL, PITTSBURGH near NICHOLSON STREET, SQUIRREL HILL, PITTSBURGH",Squirrel Hill,4,2,-79.9205,40.4308,1900,1650,https://pittsburgh.craigslist.org/apa/d/pittsburgh-wow-location-location/7004601688.html,2.59085383,House
beehner near greenfield,Squirrel Hill,3,1.5,-79.9205,40.4308,1575,1300,https://pittsburgh.craigslist.org/apa/d/pittsburgh-greenfield-pittsburgh-sfh/7002079400.html,2.59085383,House
"Murray avenue Between Forward and Nicholson near Nicholson Street, Squirrel Hill, Pittsburgh",Squirrel Hill,4,2,-79.9205,40.4308,1900,1600,https://pittsburgh.craigslist.org/apa/d/pittsburgh-available-december-1/6986566143.html,2.59085383,House
Wightman near Wilkins,Squirrel Hill,3,1,-79.9205,40.4308,1875,1875,https://pittsburgh.craigslist.org/apa/d/pittsburgh-lovely-squirrel-hill/7011428504.html,2.59085383,Townhomes
Wightman near Wilkins,Squirrel Hill,3,1,-79.9205,40.4308,1860,1875,https://pittsburgh.craigslist.org/apa/d/pittsburgh-three-bedroom-townhouse/7030858339.html,2.59085383,Townhomes
1041 mirror street,Squirrel Hill,3,2,-79.929009,40.425928,1600,1450,https://pittsburgh.craigslist.org/apa/d/pittsburgh-move-in-ready-3b2b-townhouse/7013810702.html,1.664124349,Townhomes
Murray Avenue Squirrel Hill Pittsburgh near Nicholson street Squirrel Hill Pittsburgh,Squirrel Hill,4,2,-79.9205,40.4308,1800,1650,https://pittsburgh.craigslist.org/apa/d/pittsburgh-wow-best-location-in-city-of/7003210004.html,2.59085383,Townhomes
238 South Aiken Ave near Friendship BLVD,Shadyside,2,1,-79.937508,40.462816,1150,1500,https://pittsburgh.craigslist.org/apa/d/pittsburgh-shadyside-the-apartment/7018774052.html,0.779520717,Apartment
238 SOUTH AIKEN AVE near Friendship BLVD,Shadyside,2,1,-79.937508,40.462816,1150,1500,https://pittsburgh.craigslist.org/apa/d/pittsburgh-shadysidelarge-two-bedrooms/7018776341.html,0.779520717,Apartment
5816 Elmer Street near Maryland Ave,Shadyside,2,1,-79.929495,40.454666,1389,850,https://pittsburgh.craigslist.org/apa/d/pittsburgh-2-bedroom-at-maryland/7022565922.html,1.59050013,Apartment
5914 Walnut Street near College Street,Shadyside,2,1,-79.926399,40.454169,1479,1025,https://pittsburgh.craigslist.org/apa/d/pittsburgh-2-bedroom-apartment/7022672028.html,1.93233558,Apartment
5th ave near south negley,Shadyside,2,1,-79.93221,40.449511,1280,744,https://pittsburgh.craigslist.org/apa/d/pittsburgh-lovely-1-bedroom-plus-office/7032016459.html,1.27756328,Apartment
Baum Blvd. near Morewood Ave,Shadyside,2,1,-79.943519,40.455438,999,650,https://pittsburgh.craigslist.org/apa/d/pittsburgh-aug-20-pitt-cmu-shadyside/7032012432.html,0.236885548,Apartment
5715 Ellsworth Avenue,Shadyside,2,1,-79.931922,40.455398,1395,1200,https://pittsburgh.craigslist.org/apa/d/balcony-brett-apartments-shadyside/7020490438.html,1.325156267,Apartment
641 Maryland Avenue,Shadyside,2,1,-79.930323,40.455568,1495,700,https://pittsburgh.craigslist.org/apa/d/pittsburgh-renovated-2-br-in-shadyside/7025982003.html,1.501709095,Apartment
Alder St.,Shadyside,1,1,-79.9319,40.4525,750,515,https://pittsburgh.craigslist.org/apa/d/pittsburgh-amazing-apartment-in-the/7027526987.html,1.31869286,Apartment
Ellsworth Ave near Summerlea St,Shadyside,1,1,-79.931922,40.455398,1030,620,https://pittsburgh.craigslist.org/apa/d/pittsburgh-march-2020-great-shadyside/7026753782.html,1.325156267,Apartment
"600 South Highland Avenue, near Kentucky Avenue",Shadyside,1,1,-79.924473,40.453068,1230,800,https://pittsburgh.craigslist.org/apa/d/pittsburgh-1-bedroom-in-shadyside-close/7014011927.html,2.144205664,Apartment
5731 Ellsworth Ave near Summerlea St.,Shadyside,1,1,-79.931752,40.455584,1030,620,https://pittsburgh.craigslist.org/apa/d/pittsburgh-heart-of-shadyside-spacious/7031256446.html,1.344481675,Apartment
S Aiken Ave near Elmer,Shadyside,1,1,-79.936273,40.451968,1200,1000,https://pittsburgh.craigslist.org/sub/d/pittsburgh-shadyside-1br-1b-suite/7031182417.html,0.835422745,Apartment
6236 5th Avenue near Shady Avenue,Shadyside,2,1,-79.921286,40.453177,1400,800,https://pittsburgh.craigslist.org/apa/d/pittsburgh-2-bedroom-with-laminate/7028273139.html,2.499020412,Apartment
Rippey St near N Negley Ave,Shadyside,1,1,-79.927704,40.466393,919,600,https://pittsburgh.craigslist.org/apa/d/pittsburgh-june-20-on-busline-close-to/7030846731.html,1.831268817,Apartment
490 South Highland Ave. near Howe Street,Shadyside,1,1,-79.925006,40.453833,729,380,https://pittsburgh.craigslist.org/apa/d/pittsburgh-efficiency-apartment/7013472941.html,2.086351784,Apartment
Baum Blvd. near Morewood Ave,Shadyside,2,1,-79.943519,40.455438,999,650,https://pittsburgh.craigslist.org/apa/d/pittsburgh-aug-20-pitt-cmu-shadyside/7030627200.html,0.236885548,Apartment
Ellsworth Ave near Summerlea St,Shadyside,1,1,-79.931922,40.455398,1030,620,https://pittsburgh.craigslist.org/apa/d/pittsburgh-march-2020-great-shadyside/7030612751.html,1.325156267,Apartment
Walnut St. near College Ave.,Shadyside,1,1,-79.927104,40.453413,1200,598,https://pittsburgh.craigslist.org/apa/d/pittsburgh-shadyside-1-bedroom-updated/7015818288.html,1.852480604,Apartment
5440 Fifth Avenue near Fifth Avenue & South Aiken Ave,Shadyside,1,1,-79.933106,40.448801,800,660,https://pittsburgh.craigslist.org/apa/d/pittsburgh-1br-shadyside-apartment-800-m/7030202186.html,1.176660759,Apartment
Ellsworth Ave near Summerlea St,Shadyside,1,1,-79.931922,40.455398,1030,620,https://pittsburgh.craigslist.org/apa/d/pittsburgh-march-2020-great-shadyside/7023177938.html,1.325156267,Apartment
Ellsworth Ave near Summerlea St,Shadyside,1,1,-79.931922,40.455398,1030,620,https://pittsburgh.craigslist.org/apa/d/pittsburgh-march-2020-great-shadyside/7011665068.html,1.325156267,Apartment
630 Summerlea Street,Shadyside,2,1,-79.931309,40.454277,1095,900,https://pittsburgh.craigslist.org/apa/d/pittsburgh-shadyside-now-available/7029005845.html,1.389022278,Apartment
630 Summerlea Street,Shadyside,2,1,-79.931309,40.454277,1095,900,https://pittsburgh.craigslist.org/apa/d/pittsburgh-shadyside-now-available/7028242662.html,1.389022278,Apartment
"600 South Highland Avenue, near Kentucky Avenue",Shadyside,1,1,-79.9217,40.453266,1230,800,https://pittsburgh.craigslist.org/apa/d/pittsburgh-1-bedroom-shadyside-avail-12/7010908195.html,2.453070724,Apartment
Ellsworth Ave near Summerlea St,Shadyside,1,1,-79.931922,40.455398,1030,620,https://pittsburgh.craigslist.org/apa/d/pittsburgh-march-2020-great-shadyside/7022286292.html,1.325156267,Apartment
Ellsworth Ave near Summerlea St,Shadyside,1,1,-79.931922,40.455398,1030,620,https://pittsburgh.craigslist.org/apa/d/pittsburgh-march-2020-great-shadyside/7024294802.html,1.325156267,Apartment
Ellsworth Ave near Summerlea St,Shadyside,1,1,-79.931922,40.455398,1030,620,https://pittsburgh.craigslist.org/apa/d/pittsburgh-march-2020-great-shadyside/7020827700.html,1.325156267,Apartment
Ellsworth Ave near Summerlea St,Shadyside,1,1,-79.931922,40.455398,1030,620,https://pittsburgh.craigslist.org/apa/d/pittsburgh-march-2020-great-shadyside/7027610151.html,1.325156267,Apartment
5850 Centre Avenue,Shadyside,1,1,-79.934073,40.457168,1900,870,https://pittsburgh.craigslist.org/apa/d/pittsburgh-swanky-in-shadyside/7027473849.html,1.097652153,Apartment
Ellsworth Ave near Summerlea St,Shadyside,1,1,-79.931922,40.455398,1030,620,https://pittsburgh.craigslist.org/apa/d/pittsburgh-march-2020-great-shadyside/7009587248.html,1.325156267,Apartment
5920 Walnut Street near Highland Ave.,Shadyside,1,1,-79.926067,40.454298,1174,825,https://pittsburgh.craigslist.org/apa/d/pittsburgh-1-bedroom-apartment/7010396628.html,1.96945986,Apartment
5920 Walnut Street near Highland Ave.,Shadyside,1,1,-79.926067,40.454298,1174,825,https://pittsburgh.craigslist.org/apa/d/pittsburgh-1-bedroom-apartment/7010398119.html,1.96945986,Apartment
Ellsworth Ave near Summerlea St,Shadyside,1,1,-79.931922,40.455398,1030,620,https://pittsburgh.craigslist.org/apa/d/pittsburgh-march-2020-great-shadyside/7020169067.html,1.325156267,Apartment
630 Summerlea Street,Shadyside,2,1,-79.931309,40.454277,1095,900,https://pittsburgh.craigslist.org/apa/d/pittsburgh-shadyside-now-available/7026828417.html,1.389022278,Apartment
630 Summerlea Street,Shadyside,2,1,-79.931309,40.454277,1095,900,https://pittsburgh.craigslist.org/apa/d/pittsburgh-shadyside-now-available/7025254230.html,1.389022278,Apartment
Ellsworth Ave near Summerlea St,Shadyside,1,1,-79.931922,40.455398,1030,620,https://pittsburgh.craigslist.org/apa/d/pittsburgh-march-2020-great-shadyside/7020732546.html,1.325156267,Apartment
Bayard Rd near Morewood Ave,Shadyside,1,1,-79.942982,40.452984,875,437,https://pittsburgh.craigslist.org/apa/d/pittsburgh-shadyside-studio-at-875-mo/7024457340.html,0.201072188,Apartment
630 Summerlea Street,Shadyside,2,1,-79.931309,40.454277,1095,900,https://pittsburgh.craigslist.org/apa/d/pittsburgh-shadyside-now-available/7024413334.html,1.389022278,Apartment
Centre near Morewood,Shadyside,1,1,-79.944473,40.454268,1145,680,https://pittsburgh.craigslist.org/apa/d/pittsburgh-1-bedroom-shadyside-hi-rise/7010046667.html,0.235051485,Apartment
Centre near Morewood,Shadyside,2,1,-79.944473,40.454268,1485,730,https://pittsburgh.craigslist.org/apa/d/pittsburgh-2-bedroom-shadyside/7010048975.html,0.235051485,Apartment
5836 elmer near college,Shadyside,2,1,-79.929149,40.454788,1400,850,https://pittsburgh.craigslist.org/apa/d/pittsburgh-sublet-mid-dec-to-mid-jan/7024233886.html,1.629092139,Apartment
630 Summerlea Street,Shadyside,2,1,-79.931309,40.454277,1095,900,https://pittsburgh.craigslist.org/apa/d/pittsburgh-shadyside-now-available/7023276471.html,1.389022278,Apartment
630 Summerlea Street,Shadyside,2,1,-79.931309,40.454277,1095,900,https://pittsburgh.craigslist.org/apa/d/pittsburgh-shadyside-now-available/7022556334.html,1.389022278,Apartment
Centre near Morewood,Shadyside,2,1,-79.944473,40.454268,1400,730,https://pittsburgh.craigslist.org/apa/d/pittsburgh-shadyside-great-location/7010052048.html,0.235051485,Apartment
5731 Ellsworth Ave near Summerlea St.,Shadyside,1,1,-79.931752,40.455584,1030,620,https://pittsburgh.craigslist.org/apa/d/pittsburgh-3-1-heart-of-shadyside/7001456951.html,1.344481675,Apartment
5746 Howe Street,Shadyside,3,2,-79.9319,40.4525,1995,1800,https://pittsburgh.craigslist.org/apa/d/pittsburgh-3br-in-shadyside/7001617487.html,1.31869286,Apartment
630 Summerlea Street,Shadyside,2,1,-79.931309,40.454277,1095,900,https://pittsburgh.craigslist.org/apa/d/pittsburgh-shadyside-now-available/7020196366.html,1.389022278,Apartment
630 Summerlea Street,Shadyside,2,1,-79.931309,40.454277,1095,900,https://pittsburgh.craigslist.org/apa/d/pittsburgh-shadyside-now-available/7019416961.html,1.389022278,Apartment
238 south aiken ave near Friendship BLVD,Shadyside,2,1,-79.937508,40.462816,1200,1500,https://pittsburgh.craigslist.org/apa/d/pittsburgh-shadyside-two-large-bedroom/7000176856.html,0.779520717,Apartment
238 South Aiken ave near Friendship BLVD,Shadyside,2,1,-79.937508,40.462816,1200,1400,https://pittsburgh.craigslist.org/apa/d/pittsburgh-shadyside-the-apartment/7013480301.html,0.779520717,Apartment
Ellsworth Ave near Summerlea St,Shadyside,1,1,-79.931922,40.455398,1030,620,https://pittsburgh.craigslist.org/apa/d/pittsburgh-march-2020-great-shadyside/6999458030.html,1.325156267,Apartment
630 Summerlea Street,Shadyside,2,1,-79.931309,40.454277,1095,900,https://pittsburgh.craigslist.org/apa/d/pittsburgh-shadyside-now-available/7018036759.html,1.389022278,Apartment
5819 Elwood Street near College Street,Shadyside,1,1,-79.929061,40.453997,999,540,https://pittsburgh.craigslist.org/apa/d/pittsburgh-1-bedrooms-at-elwood-gardens/6996808247.html,1.636784992,Apartment
630 Summerlea Street,Shadyside,2,1,-79.931309,40.454277,1095,900,https://pittsburgh.craigslist.org/apa/d/pittsburgh-shadyside-now-available/7014881624.html,1.389022278,Apartment
630 Summerlea Street,Shadyside,2,1,-79.931309,40.454277,1095,900,https://pittsburgh.craigslist.org/apa/d/pittsburgh-shadyside-now-available/7014187110.html,1.389022278,Apartment
238 South Aiken Ave near Friendship BLVD,Shadyside,2,1,-79.937508,40.462816,1150,1400,https://pittsburgh.craigslist.org/apa/d/pittsburgh-shady-sidetwo-large-bedrooms/7018757980.html,0.779520717,Apartment
439 S Graham,Shadyside,3,1,-79.936812,40.458827,2200,1600,https://pittsburgh.craigslist.org/apa/d/pittsburgh-2-level-3-bedroom-huge/7030594679.html,0.816230082,Apartment
515 South Aiken Avenue near Centre Avenue,Shadyside,2,2,-79.938111,40.45563,1650,1058,https://pittsburgh.craigslist.org/apa/d/pittsburgh-available-dec-13-or-jan-4/7032210168.html,0.658404033,Apartment
Ellsworth Ave near Summerlea St,Shadyside,1,1,-79.931922,40.455398,1030,620,https://pittsburgh.craigslist.org/apa/d/pittsburgh-march-2020-updated-kitchen-w/7027379265.html,1.325156267,Apartment
Ellsworth Ave near S Negley Ave,Shadyside,1,1,-79.931717,40.455536,1030,620,https://pittsburgh.craigslist.org/apa/d/pittsburgh-march-2020-on-bus-route/7032235638.html,1.348161205,Apartment
2123 Shady Ave - A8,Shadyside,1,1,-79.918428,40.434289,895,430,https://pittsburgh.craigslist.org/apa/d/pittsburgh-new-light-fixtures-central-c/7028016260.html,2.816193996,Apartment
515 South Aiken Ave. near Centre Ave.,Shadyside,1,1,-79.938122,40.455503,1300,720,https://pittsburgh.craigslist.org/apa/d/pittsburgh-available-february-1-short/7028685433.html,0.656358236,Apartment
7520 Penn Avenue near S. Richland Lane,Shadyside,1,1,-79.896065,40.447241,950,658,https://pittsburgh.craigslist.org/apa/d/pittsburgh-available-february-1/7028696205.html,5.308288509,Apartment
7500 Penn Avenue near South Richland Lane,Shadyside,1,1,-79.896548,40.447429,790,585,https://pittsburgh.craigslist.org/apa/d/pittsburgh-available-january-4-shopping/7028696586.html,5.254417968,Apartment
515 South Aiken Ave near Centre Ave,Shadyside,1,1,-79.938122,40.455511,1300,720,https://pittsburgh.craigslist.org/apa/d/pittsburgh-available-now-or-jan-4/7028696959.html,0.65641485,Apartment
5437 Ellsworth Avenue near Bellefonte Street,Shadyside,1,1,-79.935616,40.4538,1180,695,https://pittsburgh.craigslist.org/apa/d/pittsburgh-walkable-ac-heat-included/7026815850.html,0.914722251,Apartment
5437 Ellsworth Avenue near Bellefonte Street,Shadyside,1,1,-79.935536,40.453601,1150,700,https://pittsburgh.craigslist.org/apa/d/pittsburgh-heat-incld-available-january/7028679717.html,0.922576997,Apartment
5437 Ellsworth Avenue near Bellefonte Street,Shadyside,1,1,-79.935397,40.453805,1150,700,https://pittsburgh.craigslist.org/apa/d/pittsburgh-available-january-4-shopping/7028680164.html,0.938592356,Apartment
5437 Ellsworth Avenue near Bellefonte Street,Shadyside,1,1,-79.935247,40.453723,1150,700,https://pittsburgh.craigslist.org/apa/d/pittsburgh-available-january-11/7025227099.html,0.95460237,Apartment
7510 Penn Avenue near S. Richland Lane,Shadyside,1,1,-79.896269,40.447323,790,585,https://pittsburgh.craigslist.org/apa/d/pittsburgh-available-february-1/7023287827.html,5.285536026,Apartment
525 South Aiken Ave. near Centre Avenue,Shadyside,1,1,-79.937949,40.45523,1030,580,https://pittsburgh.craigslist.org/apa/d/pittsburgh-easy-commute-to-campus-avail/7023245713.html,0.672535965,Apartment
515 South Aiken Ave near Centre Ave,Shadyside,1,1,-79.938176,40.455724,1225,720,https://pittsburgh.craigslist.org/apa/d/pittsburgh-available-january-4-shopping/7028679455.html,0.652331906,Apartment
515 South Aiken Ave near Centre Ave.,Shadyside,1,1,-79.938219,40.455707,1225,720,https://pittsburgh.craigslist.org/apa/d/pittsburgh-available-february-1-pet/7026764400.html,0.647752491,Apartment
